embeddings2d_x,embeddings2d_y,label_idx,label_string,url,noisy_label_idx,noisy_label_string,inclusion_prob,exclusion_prob
-44.232872,-36.261574,3,cat,cat/0005,3,cat,,
-39.766846,79.1144,7,horse,horse/0003,7,horse,,
-32.79947,-45.85044,3,cat,cat/0006,3,cat,,
-54.678665,-2.0358949,3,cat,cat/0007,3,cat,,
-68.13113,-5.4729156,5,dog,dog/0001,3,cat,0.3031761348247528,0.023861171677708626
-4.0811095,30.884197,2,bird,bird/0004,2,bird,,
-11.878842,47.906704,2,bird,bird/0005,2,bird,,
-26.858938,65.055305,7,horse,horse/0004,7,horse,,
56.34861,-45.44588,1,automobile,automobile/0003,1,automobile,,
41.152084,-50.68131,1,automobile,automobile/0004,1,automobile,,
54.90762,-61.2602,1,automobile,automobile/0005,1,automobile,,
18.442343,22.609863,2,bird,bird/0006,7,horse,0.39732569456100464,0.002207505516707897
-4.113235,44.568554,2,bird,bird/0007,2,bird,,
2.5209775,-38.780846,0,airplane,airplane/0003,0,airplane,,
52.463688,-13.511694,9,truck,truck/0006,9,truck,,
-58.260952,-29.06166,5,dog,dog/0002,5,dog,,
-17.39632,70.98305,7,horse,horse/0005,5,dog,0.5283381342887878,0.004357298370450735
53.487827,-10.763165,9,truck,truck/0007,9,truck,,
10.366703,45.092064,2,bird,bird/0008,2,bird,,
-1.4197432,48.66628,2,bird,bird/0009,2,bird,,
-43.76913,-17.285727,5,dog,dog/0003,3,cat,0.6715116500854492,0.12393162399530411
12.133126,35.7855,2,bird,bird/0010,2,bird,0.9597001075744629,0.886836051940918
-66.22135,42.33981,4,deer,deer/0005,7,horse,0.49405306577682495,0.04668304696679115
-24.03761,-44.94145,3,cat,cat/0008,3,cat,,
74.14893,-32.02701,1,automobile,automobile/0006,1,automobile,,
41.086773,-69.63759,1,automobile,automobile/0007,9,truck,0.08428030461072922,0.009009009227156639
48.950207,30.0439,8,ship,ship/0001,8,ship,,
-17.57985,28.392885,2,bird,bird/0011,2,bird,,
50.506863,-39.04255,1,automobile,automobile/0008,1,automobile,,
50.236702,-62.37681,1,automobile,automobile/0009,1,automobile,0.9925788640975952,0.9834123253822327
-30.187414,49.85131,4,deer,deer/0006,4,deer,,
81.98616,-21.835213,9,truck,truck/0008,0,airplane,0.3561517000198364,0.00477326987311244
-45.033276,73.30264,7,horse,horse/0006,0,airplane,0.4032258093357086,0.008968610316514969
57.217342,50.69988,8,ship,ship/0002,0,airplane,0.0,0.0
-67.33018,-2.7862296,5,dog,dog/0004,3,cat,0.7611650228500366,0.2361702173948288
51.008034,-2.6248724,9,truck,truck/0009,9,truck,,
-18.923115,2.6718566,6,frog,frog/0005,8,ship,0.08097928762435913,0.0
-1.1913661,70.174774,7,horse,horse/0007,1,automobile,0.10738255083560944,0.002188183832913637
-18.247744,22.037056,3,cat,cat/0009,3,cat,,
42.824116,-55.197002,1,automobile,automobile/0010,9,truck,0.27756285667419434,0.008583690971136093
70.22565,2.155178,9,truck,truck/0010,9,truck,,
13.873606,-15.248469,0,airplane,airplane/0004,0,airplane,,
-47.180637,-16.645203,3,cat,cat/0010,3,cat,,
40.003162,-80.98612,1,automobile,automobile/0011,1,automobile,0.9952244758605957,0.9955849647521973
-43.185863,-59.66312,3,cat,cat/0011,3,cat,0.8882521390914917,0.5452538728713989
-44.930817,4.186411,5,dog,dog/0005,5,dog,,
-60.44754,40.130295,4,deer,deer/0007,4,deer,0.9971671104431152,1.0
-65.94765,-33.523624,5,dog,dog/0006,5,dog,0.92829829454422,0.7444933652877808
-18.923407,79.84406,7,horse,horse/0008,7,horse,0.9482758641242981,0.8486841917037964
-44.833908,61.098965,7,horse,horse/0009,9,truck,0.024667931720614433,0.0
-49.355194,48.10968,4,deer,deer/0008,4,deer,0.9886363744735718,0.9684684872627258
-36.407284,77.449936,7,horse,horse/0010,7,horse,,
90.665985,-25.590073,9,truck,truck/0011,1,automobile,0.6859344840049744,0.27272728085517883
-42.8061,45.0632,4,deer,deer/0009,2,bird,0.790585994720459,0.1568627506494522
-11.883872,9.242544,2,bird,bird/0012,2,bird,,
-55.753925,-51.192738,3,cat,cat/0012,4,deer,0.12702961266040802,0.0
46.590572,21.792065,8,ship,ship/0003,8,ship,0.9787027835845947,0.9229121804237366
11.256554,-65.23818,0,airplane,airplane/0005,0,airplane,,
66.1495,-60.875256,1,automobile,automobile/0012,1,automobile,,
-4.2034125,-9.2251625,6,frog,frog/0006,6,frog,,
56.57989,-39.664963,1,automobile,automobile/0013,1,automobile,0.9752616286277771,0.955456554889679
53.660275,-34.03115,1,automobile,automobile/0014,9,truck,0.4439071714878082,0.055793993175029755
-44.665016,30.559092,4,deer,deer/0010,4,deer,,
49.30593,-45.245113,1,automobile,automobile/0015,1,automobile,,
46.155846,28.952211,8,ship,ship/0004,8,ship,,
-59.803745,-49.631004,3,cat,cat/0013,3,cat,,
74.56351,-20.168497,9,truck,truck/0012,9,truck,,
-9.325702,-48.969723,6,frog,frog/0007,6,frog,,
-3.3894227,-15.91816,6,frog,frog/0008,6,frog,,
45.09844,-78.18251,1,automobile,automobile/0016,1,automobile,,
46.05021,53.79915,8,ship,ship/0005,8,ship,0.9916201233863831,0.98591548204422
-36.821125,-8.972935,5,dog,dog/0007,2,bird,0.7290686964988708,0.04118993133306503
15.641715,52.5034,2,bird,bird/0013,2,bird,,
69.17275,-5.372924,9,truck,truck/0013,9,truck,,
63.146446,-25.70522,9,truck,truck/0014,9,truck,0.9066543579101562,0.5909090638160706
45.93863,15.973125,8,ship,ship/0006,8,ship,,
52.682816,-69.58534,1,automobile,automobile/0017,1,automobile,,
-8.232536,65.498314,7,horse,horse/0011,7,horse,,
-21.658337,76.684204,7,horse,horse/0012,7,horse,,
-5.2956247,-41.492596,0,airplane,airplane/0006,0,airplane,0.9898617267608643,0.9783132672309875
7.1090913,-27.84779,0,airplane,airplane/0007,0,airplane,,
-0.49926078,11.355571,6,frog,frog/0009,6,frog,,
63.640137,-8.560607,9,truck,truck/0015,9,truck,,
36.498486,-64.5996,1,automobile,automobile/0018,1,automobile,,
13.9178295,60.523266,2,bird,bird/0014,2,bird,0.9970760345458984,1.0
-17.948463,33.839867,2,bird,bird/0015,2,bird,,
79.07073,-6.0434976,9,truck,truck/0016,9,truck,0.9797297120094299,0.9698275923728943
12.528166,53.2475,2,bird,bird/0016,7,horse,0.4650283455848694,0.0
-1.3614179,-0.9536297,6,frog,frog/0010,6,frog,,
-11.480834,-54.588993,6,frog,frog/0011,6,frog,,
54.88074,-69.3095,1,automobile,automobile/0019,9,truck,0.011516314931213856,0.0
44.3646,-19.968464,9,truck,truck/0017,1,automobile,0.21992480754852295,0.004587155766785145
-36.16832,-33.022987,5,dog,dog/0008,5,dog,,
23.496422,-42.468613,0,airplane,airplane/0008,0,airplane,,
-54.399544,-2.2761571,4,deer,deer/0011,5,dog,0.024342745542526245,0.0
-15.075103,73.99576,7,horse,horse/0013,1,automobile,0.03177570179104805,0.0
6.027868,8.243692,6,frog,frog/0012,6,frog,0.9941860437393188,0.9914529919624329
-2.3540044,78.16084,7,horse,horse/0014,5,dog,0.7352666258811951,0.12064965069293976
31.376102,-55.64431,1,automobile,automobile/0020,9,truck,0.013461538590490818,0.0
53.450806,52.81359,8,ship,ship/0007,8,ship,,
49.934395,-37.37531,1,automobile,automobile/0021,1,automobile,,
34.246758,-64.644485,1,automobile,automobile/0022,1,automobile,,
13.15783,60.56106,2,bird,bird/0017,2,bird,,
23.385614,11.066016,8,ship,ship/0008,8,ship,,
38.37351,-50.596962,1,automobile,automobile/0023,9,truck,0.9130434989929199,0.6742081642150879
-52.7496,-40.92659,3,cat,cat/0014,3,cat,,
-48.28836,-29.658918,3,cat,cat/0015,3,cat,,
-0.90127903,1.0394562,6,frog,frog/0013,6,frog,,
13.632633,39.937904,2,bird,bird/0018,2,bird,,
-64.51184,38.896286,4,deer,deer/0012,4,deer,,
73.71834,-25.335924,9,truck,truck/0018,9,truck,,
61.01972,-12.4686165,9,truck,truck/0019,9,truck,,
-57.608494,-29.415777,5,dog,dog/0009,5,dog,0.9843893647193909,0.9756690859794617
-54.419796,35.44453,4,deer,deer/0013,4,deer,,
-44.44684,-40.807777,3,cat,cat/0016,3,cat,,
-6.454314,-13.053724,6,frog,frog/0014,6,frog,,
-41.665142,83.863655,7,horse,horse/0015,7,horse,,
-58.03283,34.27581,4,deer,deer/0014,4,deer,,
-28.020115,7.0589767,6,frog,frog/0015,6,frog,,
34.867798,30.230885,8,ship,ship/0009,8,ship,0.9689018726348877,0.9278131723403931
-69.51519,-1.0664858,5,dog,dog/0010,5,dog,0.8984962701797485,0.60550457239151
-38.638424,-14.354689,5,dog,dog/0011,5,dog,,
-47.348667,29.41303,4,deer,deer/0015,4,deer,,
-19.205723,-20.904383,3,cat,cat/0017,5,dog,0.8312796354293823,0.28314605355262756
39.504135,-78.19029,1,automobile,automobile/0024,1,automobile,,
59.363373,36.768703,8,ship,ship/0010,8,ship,,
-51.852997,-15.428401,4,deer,deer/0016,4,deer,,
-42.001564,74.91819,7,horse,horse/0016,9,truck,0.0018814675277099013,0.0
-24.55913,16.821386,6,frog,frog/0016,6,frog,,
34.357918,-26.94753,0,airplane,airplane/0009,0,airplane,,
91.48587,-29.326702,9,truck,truck/0020,1,automobile,0.7872340679168701,0.31545063853263855
-69.426605,-13.606243,5,dog,dog/0012,5,dog,,
60.526764,-38.32558,1,automobile,automobile/0025,1,automobile,,
-42.748974,-50.658005,3,cat,cat/0018,3,cat,0.9961758852005005,0.9823788404464722
42.39866,16.3689,8,ship,ship/0011,8,ship,,
-13.621692,28.689222,2,bird,bird/0019,2,bird,,
-24.206533,70.94364,7,horse,horse/0017,7,horse,,
-71.416985,-13.396486,5,dog,dog/0013,5,dog,,
-16.252218,-3.545101,3,cat,cat/0019,3,cat,,
-49.676414,37.877045,4,deer,deer/0017,4,deer,,
58.72542,-63.149685,1,automobile,automobile/0026,1,automobile,0.9990167021751404,0.9979296326637268
-59.86309,-5.0019197,5,dog,dog/0014,5,dog,,
-42.37707,78.10534,7,horse,horse/0018,7,horse,,
8.282502,-26.518139,0,airplane,airplane/0010,2,bird,0.6495145559310913,0.06382978707551956
-58.129776,25.799656,4,deer,deer/0018,4,deer,,
-44.409447,77.77855,7,horse,horse/0019,7,horse,,
-73.326935,-15.677553,5,dog,dog/0015,0,airplane,0.000985221704468131,0.0
-79.15792,-33.46526,5,dog,dog/0016,5,dog,,
39.86598,-54.705063,1,automobile,automobile/0027,1,automobile,,
8.530969,-57.17624,0,airplane,airplane/0011,0,airplane,,
68.1233,-16.844616,9,truck,truck/0021,9,truck,,
8.540057,13.817112,6,frog,frog/0017,6,frog,,
61.022007,-10.869073,9,truck,truck/0022,9,truck,0.9961127042770386,1.0
17.82505,-33.340473,0,airplane,airplane/0012,8,ship,0.7820137143135071,0.11320754885673523
49.29132,49.236458,8,ship,ship/0012,8,ship,0.9675834774971008,0.8589211702346802
20.059885,-14.327169,7,horse,horse/0020,7,horse,,
40.952404,19.659922,8,ship,ship/0013,8,ship,0.9990671873092651,1.0
55.123833,38.94817,8,ship,ship/0014,8,ship,,
16.472372,36.386063,2,bird,bird/0020,2,bird,,
-59.71181,2.262753,5,dog,dog/0017,5,dog,,
-13.966323,21.77503,2,bird,bird/0021,2,bird,,
-41.58862,-45.02531,3,cat,cat/0020,3,cat,,
-64.71169,-36.814526,5,dog,dog/0018,1,automobile,0.3392857015132904,0.0022935778833925724
10.465745,-53.73335,0,airplane,airplane/0013,0,airplane,,
-15.122344,-14.076754,6,frog,frog/0018,6,frog,,
68.62719,-52.723305,1,automobile,automobile/0028,1,automobile,0.9990394115447998,0.9934640526771545
54.311523,-6.259163,9,truck,truck/0023,9,truck,,
-24.46651,-55.98797,3,cat,cat/0021,3,cat,,
-6.0853944,19.115667,6,frog,frog/0019,6,frog,,
46.24463,-21.618618,9,truck,truck/0024,9,truck,0.9875359535217285,0.9781181812286377
56.208977,-56.46738,1,automobile,automobile/0029,1,automobile,,
-21.634033,-56.626057,3,cat,cat/0022,3,cat,,
89.45002,-28.069353,9,truck,truck/0025,1,automobile,0.7492983937263489,0.21345707774162292
8.395821,4.9322343,6,frog,frog/0020,1,automobile,0.19348837435245514,0.0
0.4138338,1.3574101,6,frog,frog/0021,6,frog,0.994140625,0.9894958138465881
-19.519764,66.966606,7,horse,horse/0021,7,horse,,
49.041058,-57.41483,1,automobile,automobile/0030,1,automobile,,
11.722813,-44.792652,0,airplane,airplane/0014,0,airplane,,
53.57635,-14.794189,9,truck,truck/0026,1,automobile,0.45279383659362793,0.021645022556185722
-79.49084,-10.855987,5,dog,dog/0019,5,dog,,
50.490944,15.077074,8,ship,ship/0015,8,ship,,
-81.95665,-9.476154,5,dog,dog/0020,5,dog,,
-15.265648,33.884388,2,bird,bird/0022,2,bird,,
72.07597,-11.70634,9,truck,truck/0027,9,truck,,
16.293934,-43.885277,0,airplane,airplane/0015,0,airplane,,
54.239998,44.099373,8,ship,ship/0016,8,ship,,
44.113556,26.49571,8,ship,ship/0017,8,ship,,
40.201744,-0.4734548,0,airplane,airplane/0016,0,airplane,0.8683711886405945,0.44144144654273987
-14.020291,5.7678385,6,frog,frog/0022,6,frog,,
75.75998,-8.06475,9,truck,truck/0028,9,truck,,
46.06379,-78.35117,1,automobile,automobile/0031,1,automobile,,
36.459835,-56.446804,1,automobile,automobile/0032,1,automobile,,
-9.458649,-0.115061566,6,frog,frog/0023,6,frog,,
-49.50387,-42.35474,3,cat,cat/0023,3,cat,0.9001901149749756,0.6941964030265808
-5.1704197,72.04679,7,horse,horse/0022,7,horse,0.8873786330223083,0.4723404347896576
-3.555267,12.910129,6,frog,frog/0024,6,frog,,
1.549858,-13.560446,6,frog,frog/0025,6,frog,,
11.368421,-64.66881,0,airplane,airplane/0017,0,airplane,,
-6.7603736,3.8757825,6,frog,frog/0026,6,frog,,
-16.91743,4.827792,6,frog,frog/0027,6,frog,,
51.71153,-64.347534,1,automobile,automobile/0033,1,automobile,0.9611272811889648,0.9363057613372803
-30.646788,74.44394,7,horse,horse/0023,7,horse,,
49.059456,-63.038994,1,automobile,automobile/0034,1,automobile,,
-80.70235,-18.800648,5,dog,dog/0021,5,dog,,
62.411526,30.68051,8,ship,ship/0018,8,ship,,
-25.006157,-29.890224,3,cat,cat/0024,6,frog,0.8058991432189941,0.25612473487854004
-7.2156973,20.956917,6,frog,frog/0028,6,frog,,
-14.883367,14.229627,6,frog,frog/0029,6,frog,,
44.812405,31.057695,8,ship,ship/0019,8,ship,,
-2.3879285,-16.819834,6,frog,frog/0030,6,frog,,
61.79553,17.308641,8,ship,ship/0020,8,ship,,
-26.730532,30.916895,4,deer,deer/0019,4,deer,,
-21.574673,5.2556934,6,frog,frog/0031,3,cat,0.7611218690872192,0.20386266708374023
-13.298909,-17.7865,6,frog,frog/0032,8,ship,0.7035271525382996,0.08869179338216782
33.52055,-59.485176,1,automobile,automobile/0035,1,automobile,,
-24.315054,-6.074992,3,cat,cat/0025,3,cat,,
61.51347,20.343092,8,ship,ship/0021,5,dog,0.005859375,0.0
-41.3848,-38.840237,3,cat,cat/0026,5,dog,0.41032862663269043,0.018390804529190063
-56.157158,42.792133,4,deer,deer/0020,4,deer,,
53.143566,-49.813663,1,automobile,automobile/0036,1,automobile,0.9952107071876526,0.9912280440330505
-28.497374,61.42323,7,horse,horse/0024,7,horse,0.9990565776824951,1.0
55.432793,-46.146492,1,automobile,automobile/0037,1,automobile,,
-30.415958,-27.567389,3,cat,cat/0027,5,dog,0.7378455400466919,0.210643008351326
29.423456,3.7846546,8,ship,ship/0022,8,ship,,
-80.843704,0.12533818,5,dog,dog/0022,5,dog,0.9841417670249939,0.9439252614974976
53.842236,-45.523365,1,automobile,automobile/0038,1,automobile,,
41.801617,-63.233948,1,automobile,automobile/0039,1,automobile,1.0,1.0
-47.4651,19.579494,4,deer,deer/0021,4,deer,,
11.114013,-52.456253,0,airplane,airplane/0018,0,airplane,0.998062014579773,1.0
59.958824,-15.916142,9,truck,truck/0029,9,truck,,
-21.65108,-56.624435,3,cat,cat/0028,0,airplane,0.19810426235198975,0.0
-48.539803,75.29991,7,horse,horse/0025,7,horse,,
-37.77505,12.451416,4,deer,deer/0022,2,bird,0.8298676609992981,0.1719457060098648
79.237526,-16.939499,9,truck,truck/0030,9,truck,,
69.14466,-18.551067,9,truck,truck/0031,9,truck,,
-6.7684817,36.69356,2,bird,bird/0023,2,bird,0.9720670580863953,0.922535240650177
-61.35928,38.44926,4,deer,deer/0023,4,deer,,
85.31539,-28.48613,9,truck,truck/0032,9,truck,0.9569288492202759,0.9004629850387573
62.166462,-8.017471,9,truck,truck/0033,9,truck,,
62.255325,-49.21771,1,automobile,automobile/0040,1,automobile,,
4.945126,-49.208927,0,airplane,airplane/0019,0,airplane,0.9971014261245728,0.9978494644165039
-40.226364,-34.012123,5,dog,dog/0023,5,dog,,
85.61246,-16.162384,9,truck,truck/0034,9,truck,,
11.398051,-13.032547,0,airplane,airplane/0020,0,airplane,,
45.39623,29.429781,8,ship,ship/0023,8,ship,0.9961277842521667,0.9978586435317993
21.034454,62.923214,2,bird,bird/0024,2,bird,0.9756572246551514,0.9640591740608215
34.68034,-53.05723,1,automobile,automobile/0041,9,truck,0.33677297830581665,0.0023041474632918835
1.0764939,30.177595,2,bird,bird/0025,7,horse,0.6283270120620728,0.0379464291036129
22.464825,-23.56972,0,airplane,airplane/0021,0,airplane,,
-66.99982,-30.132528,5,dog,dog/0024,5,dog,,
-22.93734,9.094343,6,frog,frog/0033,6,frog,0.7942271828651428,0.36150234937667847
-29.692123,-27.03615,3,cat,cat/0029,5,dog,0.7295774817466736,0.17931035161018372
2.6338806,21.18785,2,bird,bird/0026,2,bird,,
-24.836283,66.135704,7,horse,horse/0026,7,horse,,
59.78395,30.76353,8,ship,ship/0024,8,ship,,
67.63054,37.168964,8,ship,ship/0025,8,ship,,
-12.331236,-26.710913,6,frog,frog/0034,6,frog,,
8.459739,-29.729422,0,airplane,airplane/0022,8,ship,0.7843326926231384,0.14592275023460388
-31.986343,75.258026,7,horse,horse/0027,7,horse,0.9980934262275696,0.9977827072143555
74.06809,-14.283457,9,truck,truck/0035,1,automobile,0.6603595018386841,0.04966139793395996
-12.413865,68.18393,4,deer,deer/0024,4,deer,0.8792934417724609,0.4573804438114166
-44.673702,-9.819984,5,dog,dog/0025,5,dog,0.942307710647583,0.886956512928009
-12.8698225,-22.588308,6,frog,frog/0035,6,frog,0.9238095283508301,0.5133333206176758
-58.888577,20.64293,4,deer,deer/0025,4,deer,,
6.114731,25.467783,2,bird,bird/0027,2,bird,,
58.59989,-31.824673,1,automobile,automobile/0042,1,automobile,,
45.862175,-46.05327,1,automobile,automobile/0043,1,automobile,,
22.876787,-2.1078198,2,bird,bird/0028,2,bird,,
36.152832,-60.28351,1,automobile,automobile/0044,1,automobile,,
-66.121864,38.655346,5,dog,dog/0026,4,deer,0.7907196879386902,0.29054054617881775
90.45179,-27.517366,9,truck,truck/0036,9,truck,,
74.95965,-5.357841,9,truck,truck/0037,0,airplane,0.1366635262966156,0.0
11.427078,-30.949957,0,airplane,airplane/0023,0,airplane,0.9961868524551392,0.9933481216430664
59.049915,31.179445,8,ship,ship/0026,8,ship,0.9272030591964722,0.780701756477356
-24.71472,24.800982,4,deer,deer/0026,4,deer,,
75.714714,-47.3699,1,automobile,automobile/0045,1,automobile,,
59.05542,-56.28112,1,automobile,automobile/0046,1,automobile,,
1.2090179,11.097969,6,frog,frog/0036,6,frog,,
-47.9585,-54.5559,3,cat,cat/0030,3,cat,,
-21.543688,-57.975727,3,cat,cat/0031,5,dog,0.6107382774353027,0.06345733255147934
61.44015,-11.975112,9,truck,truck/0038,9,truck,,
22.546822,-39.154694,0,airplane,airplane/0024,0,airplane,,
-31.52401,60.06849,7,horse,horse/0028,7,horse,,
48.590706,-19.546488,9,truck,truck/0039,9,truck,,
-29.243073,67.56163,7,horse,horse/0029,7,horse,,
-39.173767,-2.3993192,7,horse,horse/0030,7,horse,,
79.22807,2.4931912,9,truck,truck/0040,1,automobile,0.41862744092941284,0.03750000149011612
35.659714,-71.54173,1,automobile,automobile/0047,1,automobile,,
-70.07255,-2.8579788,5,dog,dog/0027,5,dog,,
43.481968,-61.535435,1,automobile,automobile/0048,1,automobile,,
-8.439102,-55.68124,6,frog,frog/0037,6,frog,,
-23.100143,16.051704,6,frog,frog/0038,6,frog,,
59.579414,25.288069,8,ship,ship/0027,8,ship,,
-12.2099695,89.093605,7,horse,horse/0031,7,horse,,
36.406837,-43.663948,1,automobile,automobile/0049,1,automobile,0.9912706017494202,0.9872068166732788
-34.850025,-39.025978,3,cat,cat/0032,3,cat,,
15.263124,-58.585625,0,airplane,airplane/0025,0,airplane,,
-51.64252,-38.446465,3,cat,cat/0033,5,dog,0.6784688830375671,0.0813186839222908
-43.041027,-37.505764,3,cat,cat/0034,1,automobile,0.6729678511619568,0.04751131311058998
-17.684633,33.084534,2,bird,bird/0029,2,bird,,
-65.824066,32.34517,4,deer,deer/0027,4,deer,,
-53.447365,-26.581518,5,dog,dog/0028,5,dog,0.920421838760376,0.7943107485771179
-48.651707,-9.155361,7,horse,horse/0032,7,horse,,
-65.94827,1.903346,5,dog,dog/0029,5,dog,0.9301648736000061,0.7910447716712952
53.539318,-11.194659,9,truck,truck/0041,9,truck,,
24.665468,-38.585587,0,airplane,airplane/0026,0,airplane,,
-29.858362,15.302695,3,cat,cat/0035,3,cat,0.9013539552688599,0.6630901098251343
-53.360195,37.57783,4,deer,deer/0028,4,deer,,
2.5271416,-46.92223,0,airplane,airplane/0027,0,airplane,,
-11.90269,-14.5020075,4,deer,deer/0029,2,bird,0.6551401615142822,0.06744185835123062
-58.361473,19.570595,4,deer,deer/0030,4,deer,,
-11.566129,-3.7406554,6,frog,frog/0039,4,deer,0.6251171231269836,0.016166280955076218
22.114222,-42.16819,0,airplane,airplane/0028,0,airplane,,
15.281958,-32.47563,0,airplane,airplane/0029,0,airplane,,
-58.382317,-41.499084,6,frog,frog/0040,6,frog,,
-16.254644,-18.272795,6,frog,frog/0041,6,frog,,
35.41136,-29.808788,0,airplane,airplane/0030,0,airplane,,
43.555027,13.420502,8,ship,ship/0028,8,ship,,
49.166058,-57.528534,1,automobile,automobile/0050,1,automobile,,
-6.447503,-15.423036,6,frog,frog/0042,6,frog,0.994397759437561,0.9930070042610168
12.229189,55.19949,2,bird,bird/0030,2,bird,,
82.51373,-25.811474,9,truck,truck/0042,9,truck,,
10.308202,58.073147,2,bird,bird/0031,2,bird,0.9634489417076111,0.8937644362449646
-59.71282,-28.962175,5,dog,dog/0030,5,dog,,
46.810913,-4.0821905,9,truck,truck/0043,9,truck,,
-35.827717,-42.105083,6,frog,frog/0043,6,frog,,
-41.010612,81.43809,7,horse,horse/0033,7,horse,,
-56.111187,30.984098,4,deer,deer/0031,4,deer,0.9818355441093445,0.958149790763855
46.49235,-74.86287,1,automobile,automobile/0051,9,truck,0.6167778968811035,0.07538802921772003
46.222706,34.62732,8,ship,ship/0029,8,ship,,
-31.367666,63.014988,7,horse,horse/0034,7,horse,0.9688385128974915,0.9024943113327026
-14.053359,3.5279453,3,cat,cat/0036,3,cat,,
-19.797102,12.722635,6,frog,frog/0044,6,frog,,
61.45051,-25.058292,9,truck,truck/0044,9,truck,,
-36.761898,-40.95521,3,cat,cat/0037,3,cat,,
3.179408,-38.05077,0,airplane,airplane/0031,0,airplane,,
-47.484516,40.43211,4,deer,deer/0032,4,deer,,
24.122135,-34.58786,0,airplane,airplane/0032,0,airplane,,
-75.560974,-16.188757,5,dog,dog/0031,5,dog,,
47.66582,-65.95418,1,automobile,automobile/0052,1,automobile,,
13.409396,-61.127056,0,airplane,airplane/0033,0,airplane,,
-24.967382,-51.25078,3,cat,cat/0038,3,cat,,
-55.33761,16.976925,4,deer,deer/0033,4,deer,0.9289719462394714,0.7372093200683594
43.23519,32.021935,8,ship,ship/0030,8,ship,,
-71.1192,-0.21274625,5,dog,dog/0032,5,dog,,
-45.04629,38.535717,4,deer,deer/0034,4,deer,,
-10.944869,82.28682,7,horse,horse/0035,4,deer,0.48262548446655273,0.0
18.930464,50.195847,2,bird,bird/0032,2,bird,,
-32.270992,-54.038086,3,cat,cat/0039,3,cat,,
88.64553,-26.033249,9,truck,truck/0045,9,truck,,
-12.714324,64.58652,7,horse,horse/0036,7,horse,0.9933523535728455,0.9821029305458069
-10.847324,20.910082,6,frog,frog/0045,3,cat,0.36026614904403687,0.0022321429569274187
-23.739183,86.774376,7,horse,horse/0037,7,horse,0.9971374273300171,0.9933628439903259
34.99191,-49.192696,1,automobile,automobile/0053,1,automobile,,
-49.058987,24.270687,4,deer,deer/0035,4,deer,0.9711815714836121,0.8758170008659363
-28.240139,73.15626,7,horse,horse/0038,7,horse,,
20.451448,-24.992159,0,airplane,airplane/0034,0,airplane,,
76.37888,-45.69519,1,automobile,automobile/0054,1,automobile,,
-30.618338,57.227993,7,horse,horse/0039,7,horse,,
-33.899498,-20.634922,3,cat,cat/0040,9,truck,0.2504725754261017,0.0
33.259575,-46.226868,1,automobile,automobile/0055,1,automobile,,
